product,product_label,geo_level,region,province,location,year,value_metric_tons,data_status
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2014,2488.02,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2015,2525.32,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2016,2466.27,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2017,2553.74,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2018,2575.56,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2019,2619.79,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2020,2630.41,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2021,2587.12,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2022,2708.0,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2023,2738.72,official_psa
